,Annual Revenue,ADR,Occupancy %,Guests,Status,Status Detail,Price,Price Change,Date Changed,Street Address,City,State,Zipcode,Beds,Baths,Sqft,Home Type,Units,Building Name,Zestimate,Rent Zestimate,Tax Assessed Value,HDP Price,Lot Area,Lot Area Unit,Broker Name,Days on Zillow,URL,Latitude,Longitude
83,53076,312,0.47,8,For Rent,House For Rent,3100,,,7160 163rd St,Flushing,NY,11365,3,2,1000,Single Family,,,1799500,5358,772000,3100,,,,1.29,https://www.zillow.com/homedetails/7160-163rd-St-Flushing-NY-11365/32072069_zpid/,40.728695,-73.806595
84,63991,258,0.68,8,For Rent,Apartment For Rent,2800,,,94-15 85th Ave #3,Woodhaven,NY,11421,3,2,1300,Apartment,,,,,,2800,,,"Voro, LLC",1.29,https://www.zillow.com/homedetails/94-15-85th-Ave-3-Woodhaven-NY-11421/352236731_zpid/,40.697174,-73.85111
85,39453,164,0.66,4,For Rent,Apartment For Rent,1890,,,143-10 38th Ave #1H,Flushing,NY,11354,1,1,,Apartment,,,,,,1890,,,Mammon Realty Inc,1.29,https://www.zillow.com/homedetails/143-10-38th-Ave-1H-Flushing-NY-11354/352236754_zpid/,40.76212,-73.82438
86,69886,279,0.69,8,For Rent,Apartment For Rent,2800,,,72-30 67th St #4,Ridgewood,NY,11385,3,1,,Apartment,,,,2587,,2800,,,ERNY LLC,1.29,https://www.zillow.com/homedetails/72-30-67th-St-4-Ridgewood-NY-11385/2078119245_zpid/,40.70058,-73.88607
87,,,,,For Rent,For Rent,,,,62-98 Woodhaven Blvd # 2O,Middle Village,NY,11379,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/62-98-woodhaven-blvd-middle-village-ny-BVGHfp/,,
88,28222,134,0.58,4,For Rent,Apartment For Rent,2000,,,(undisclosed Address),Flushing,NY,11358,1,1,,Apartment,,,,2129,,2000,,,"Premium Properties, Inc.",1.33,https://www.zillow.com/homedetails/Flushing-NY-11358/2095615583_zpid/,,
89,45096,184,0.67,4,For Rent,Apartment For Rent,2050,,,9725 63rd Dr,Flushing,NY,11374,1,1,800,Apartment,,,1273800,4181,1986000,2050,,,Keller Williams NYC,1.38,https://www.zillow.com/homedetails/9725-63rd-Dr-Flushing-NY-11374/31977136_zpid/,40.73087,-73.85989
90,59926,220,0.75,6,For Rent,Apartment For Rent,2600,,,143-36 Barclay Ave #6J,Queens,NY,11355,2,1,900,Apartment,,,253300,1700,,2600,,,Voro Purple LLC,1.38,https://www.zillow.com/homedetails/143-36-Barclay-Ave-6J-Queens-NY-11355/249218646_zpid/,40.75934,-73.82202
91,62433,229,0.75,6,For Rent,Apartment For Rent,3895,,,97-45 Queens Blvd #7,Rego Park,NY,11374,2,2,1163,Apartment,,,,2100,,3895,,,Realty Operations Group,1.38,https://www.zillow.com/homedetails/97-45-Queens-Blvd-7-Rego-Park-NY-11374/2097867282_zpid/,40.729618,-73.85944
92,51102,170,0.82,4,For Rent,Apartment For Rent,3200,,,108-37 71st Ave APT 7J,Forest Hills,NY,11375,1,1,800,Apartment,,,402500,2784,,3200,,,Austin Sheppard Realty Inc,1.38,https://www.zillow.com/homedetails/108-37-71st-Ave-APT-7J-Forest-Hills-NY-11375/94720179_zpid/,40.722225,-73.84235
93,38204,148,0.71,6,For Rent,Apartment For Rent,2399,,,84-47 Lefferts Blvd #C6,Kew Gardens,NY,11415,2,1,,Apartment,,,,2500,,2399,,,Amorelli Realty,1.38,https://www.zillow.com/homedetails/84-47-Lefferts-Blvd-C6-Kew-Gardens-NY-11415/2063170775_zpid/,40.70307,-73.83205
94,115592,495,0.64,12,For Rent,House For Rent,5500,,,7324 172nd St,Flushing,NY,11366,5,2.5,1900,Single Family,,,1177500,3499,1309000,5500,,,Remax City Square,1.38,https://www.zillow.com/homedetails/7324-172nd-St-Flushing-NY-11366/32075807_zpid/,40.728256,-73.79794
95,,,,,For Rent,For Rent,,,,88-36 139th St # 4K,Jamaica,NY,11435,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/88-36-139th-st-jamaica-ny-C48rjD/,,
96,,,,,For Rent,For Rent,,,,37-46 72nd St   Penthouse G,Jackson Heights,NY,11372,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/37-46-72nd-st-jackson-heights-ny-BcSMD7/,,
97,,,,,For Rent,For Rent,,,,87-01 Midland Pkwy # 6R,Jamaica,NY,11432,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/87-01-midland-pkwy-jamaica-ny-9gprrV/,,
98,25177,163,0.42,2,For Rent,Apartment For Rent,2200,,,9851 Queens Blvd APT 5L,Rego Park,NY,11374,0,1,,Apartment,,,415900,2299,,2200,,,A&E Real Estate Management,1.38,https://www.zillow.com/homedetails/9851-Queens-Blvd-APT-5L-Rego-Park-NY-11374/2092625768_zpid/,40.72818,-73.855995
99,,,,,For Rent,For Rent,,,,104-40 Queens Blvd Apt 21X,Forest Hills,NY,11375,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/104-40-queens-blvd-forest-hills-ny-9ggHTz/,,
100,,,,,For Rent,For Rent,,,,104-60 Queens Blvd Apt 17J,Forest Hills,NY,11375,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/104-60-queens-blvd-forest-hills-ny-9ghM2x/,,
101,,,,,For Rent,For Rent,,,,90-02 Queens Blvd # 629,Elmhurst,NY,11373,,,,Unknown,,,,,,,,,,0,"https://www.zillow.com/b/90-02-Queens-Blvd-Elmhurst-NY/40.73381,-73.87264_ll/",,
102,69830,248,0.77,6,For Rent,Apartment For Rent,3000,,,71-57 Metropolitan Ave #1F,Middle Village,NY,11379,2,1,,Apartment,,,,,,3000,,,Concrete Jungle Realty,1.38,https://www.zillow.com/homedetails/71-57-Metropolitan-Ave-1F-Middle-Village-NY-11379/352068412_zpid/,40.712765,-73.88262
103,58945,281,0.57,8,For Rent,Apartment For Rent,3000,,,23-44 99th St #3,East Elmhurst,NY,11369,3,1,,Apartment,,,,,,3000,,,Tree House Realty of Queens Corp,1.38,https://www.zillow.com/homedetails/23-44-99th-St-3-East-Elmhurst-NY-11369/352173822_zpid/,40.76739,-73.87149
104,,,,,For Rent,For Rent,,,,5610 94th St   Apt 5C,Elmhurst,NY,11373,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/5610-94th-st-elmhurst-ny-5jFwwp/,,
105,29964,134,0.61,4,For Rent,Apartment For Rent,2500,,,83-15 Parsons Blvd #2M,Jamaica,NY,11432,1,1,,Apartment,,,,,,2500,,,Corcoran,1.38,https://www.zillow.com/homedetails/83-15-Parsons-Blvd-2M-Jamaica-NY-11432/352193831_zpid/,40.715256,-73.807465
106,34577,146,0.65,2,For Rent,Apartment For Rent,1850,,,141-30 84th Rd #5B,Jamaica,NY,11435,0,1,,Apartment,,,,1599,,1850,,,Bond New York,1.38,https://www.zillow.com/homedetails/141-30-84th-Rd-5B-Jamaica-NY-11435/2062513678_zpid/,40.712402,-73.817055
107,,,,,For Rent,For Rent,,,,17810 Wexford Ter  # 6D,Jamaica,NY,11432,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/17810-wexford-ter-queens-ny-5hCjS5/,,
108,,,,,For Rent,For Rent,,,,69-02B 186th Ln # 2A,Fresh Meadows,NY,11365,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/69-02b-186th-ln-fresh-meadows-ny-Bm3bF3/,,
109,,,,,For Rent,For Rent,,,,9401 101st Ave  # 1A,Ozone Park,NY,11416,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/9401-101st-ave-ozone-park-ny-97h7VV/,,
110,36526,148,0.68,4,For Rent,Apartment For Rent,1930,,,109-28 Parklane S #B1,Richmond Hill,NY,11418,1,1,700,Apartment,,,,,,1930,,,E Realty International Corp,1.38,https://www.zillow.com/homedetails/109-28-Parklane-S-B1-Richmond-Hill-NY-11418/352153573_zpid/,40.698273,-73.832275
111,43283,169,0.7,6,For Rent,Apartment For Rent,2700,,,40-12 Forley St #3,Elmhurst,NY,11373,2,1,,Apartment,,,,,,2700,,,Voro Purple LLC,1.38,https://www.zillow.com/homedetails/40-12-Forley-St-3-Elmhurst-NY-11373/352191784_zpid/,40.74759,-73.88098
112,50137,252,0.55,8,For Rent,Apartment For Rent,3600,,,163-19 109th Ave #1,Jamaica,NY,11433,3,1.5,1300,Apartment,,,,3099,,3600,,,VK Property Management,1.38,https://www.zillow.com/homedetails/163-19-109th-Ave-1-Jamaica-NY-11433/347907296_zpid/,40.69538,-73.78946
113,21832,172,0.35,6,For Rent,Apartment For Rent,2600,,,21215 43rd Ave APT 2B,Flushing,NY,11361,2,1,750,Apartment,,,,2614,,2600,,,Prime Realty,1.38,https://www.zillow.com/homedetails/21215-43rd-Ave-APT-2B-Flushing-NY-11361/2097192776_zpid/,40.761265,-73.77117
114,24608,128,0.53,4,For Rent,Apartment For Rent,2250,,,64-56 223rd Pl #1P,Oakland Gardens,NY,11364,1,1,750,Apartment,,,,,,2250,,,Voro Purple LLC,1.38,https://www.zillow.com/homedetails/64-56-223rd-Pl-1P-Oakland-Gardens-NY-11364/352193810_zpid/,40.747185,-73.754555
115,40322,200,0.55,4,For Rent,Apartment For Rent,2100,,,8602 Forest Pkwy APT 1B,Woodhaven,NY,11421,1,1,,Apartment,,,562200,1849,,2100,,,A&E Real Estate Management,1.38,https://www.zillow.com/homedetails/8602-Forest-Pkwy-APT-1B-Woodhaven-NY-11421/2108257624_zpid/,40.69345,-73.861786
116,,,,,For Rent,For Rent,,,,67-00 192nd St # 708,Fresh Meadows,NY,11365,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/67-00-192nd-st-fresh-meadows-ny-BbnkyY/,,
117,,,,,For Rent,For Rent,,,,6260 99th St   Apt 127,Rego Park,NY,11374,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/6260-99th-st-rego-park-ny-5Y33vR/,,
118,27544,127,0.59,4,For Rent,Apartment For Rent,2500,,,6117 68th Ave APT 3J,Ridgewood,NY,11385,1,1,700,Apartment,,,,2221,,2500,,,The Property Firm,1.38,https://www.zillow.com/homedetails/6117-68th-Ave-APT-3J-Ridgewood-NY-11385/2101944515_zpid/,40.70565,-73.89574
119,,,,,For Rent,For Rent,,,,10420 Queens Blvd Apt 19Y,Forest Hills,NY,11375,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/parker-towers-queens-ny-5Y2mmW/,,
120,33007,139,0.65,4,For Rent,Apartment For Rent,2695,,,12360 83rd Ave APT 10T,Kew Gardens,NY,11415,1,1,770,Apartment,,,,2414,,2695,,,Realty Operations Group,1.38,https://www.zillow.com/homedetails/12360-83rd-Ave-APT-10T-Kew-Gardens-NY-11415/2103924348_zpid/,40.71155,-73.82539
121,,,,,For Rent,For Rent,,,,10319 68th Rd   Apt 4B,Forest Hills,NY,11375,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/10319-68th-rd-forest-hills-ny-5YCNVS/,,
122,,,,,For Rent,For Rent,,,,64-50 223rd Pl   # C,Oakland Gardens,NY,11364,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/64-50-223rd-pl-oakland-gardens-ny-5cbpvc/,,
123,,,,,For Rent,For Rent,,,,9002 Queens Blvd Apt 425,Elmhurst,NY,11373,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/9002-queens-blvd-elmhurst-ny-63cQFb/,,
124,53235,170,0.86,6,For Rent,Apartment For Rent,4000,,,109-15 72nd Rd #5A,Forest Hills,NY,11375,2,2,,Apartment,,,972600,3195,,4000,,,Apple Realty Group Corp,1.38,https://www.zillow.com/homedetails/109-15-72nd-Rd-5A-Forest-Hills-NY-11375/2067346974_zpid/,40.719296,-73.841515
125,39940,152,0.72,4,For Rent,Apartment For Rent,2450,,,83-83 118th St #3I,Kew Gardens,NY,11415,1,1,750,Apartment,,,,,,2450,,,Voro Purple LLC,1.38,https://www.zillow.com/homedetails/83-83-118th-St-3I-Kew-Gardens-NY-11415/352194118_zpid/,40.704926,-73.83384
126,37891,152,0.68,2,For Rent,Apartment For Rent,1850,,,87-01 Elmhurst Ave #6D,Elmhurst,NY,11373,0,1,,Apartment,,,,1900,,1850,,,Bouklis Group,1.38,https://www.zillow.com/homedetails/87-01-Elmhurst-Ave-6D-Elmhurst-NY-11373/2070484571_zpid/,40.744545,-73.87894
127,31618,203,0.43,6,For Rent,Apartment For Rent,2000,,,91-14 196th St #5C,Hollis,NY,11423,2,1,750,Apartment,,,,,,2000,,,Voro Purple LLC,1.38,https://www.zillow.com/homedetails/91-14-196th-St-5C-Hollis-NY-11423/352194121_zpid/,40.713913,-73.764404
128,16242,102,0.44,4,For Rent,Apartment For Rent,1850,,,87-21 87th St #3P,Woodhaven,NY,11421,1,1,,Apartment,,,,,,1850,,,A Class Realty Corp,1.38,https://www.zillow.com/homedetails/87-21-87th-St-3P-Woodhaven-NY-11421/352064477_zpid/,40.692,-73.85689
129,27308,113,0.66,4,For Rent,Apartment For Rent,2395,,,61-12 185th St #1H,Fresh Meadows,NY,11365,1,1,850,Apartment,,,,,,2395,,,Voro Purple LLC,1.38,https://www.zillow.com/homedetails/61-12-185th-St-1H-Fresh-Meadows-NY-11365/352193807_zpid/,40.73946,-73.789276
130,,,,,For Rent,For Rent,,,,214-33 41st Ave # 3C,Bayside,NY,11361,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/214-33-41st-ave-bayside-ny-CHNTzr/,,
131,30977,215,0.39,8,For Rent,Apartment For Rent,3650,,,2102 77th St FLOOR 2,East Elmhurst,NY,11370,3,1.5,,Apartment,,,,,,3650,,,Amorelli Realty,1.38,https://www.zillow.com/homedetails/2102-77th-St-FLOOR-2-East-Elmhurst-NY-11370/352173815_zpid/,40.770287,-73.893074
132,,,,,For Rent,For Rent,,,,14815 89th Ave # 7N,Jamaica,NY,11435,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/14815-89th-ave-jamaica-ny-7LSP/,,
133,29911,136,0.6,4,For Rent,Apartment For Rent,2199,,,60-96 70th Ave #1F,Ridgewood,NY,11385,1,1,,Apartment,,,,,,2199,,,Greenland Group Realty,1.38,https://www.zillow.com/homedetails/60-96-70th-Ave-1F-Ridgewood-NY-11385/352064486_zpid/,40.70241,-73.89544
134,35575,129,0.76,4,For Rent,Apartment For Rent,2250,,,64-12 185th St #2H,Fresh Meadows,NY,11365,1,1,750,Apartment,,,,,,2250,,,Voro Purple LLC,1.38,https://www.zillow.com/homedetails/64-12-185th-St-2H-Fresh-Meadows-NY-11365/352193819_zpid/,40.737873,-73.788506
135,28528,159,0.49,4,For Rent,Apartment For Rent,2400,,,41-62 Bowne St #3F,Flushing,NY,11355,1,1,,Apartment,,,591200,2299,,2400,,,Apple Realty Group Corp,1.38,https://www.zillow.com/homedetails/41-62-Bowne-St-3F-Flushing-NY-11355/2071023155_zpid/,40.75755,-73.82314
136,61401,244,0.69,6,For Rent,Apartment For Rent,2599,,,74-07 62nd St #1F,Ridgewood,NY,11385,2,1,,Apartment,,,,,,2599,,,Greenland Group Realty,1.38,https://www.zillow.com/homedetails/74-07-62nd-St-1F-Ridgewood-NY-11385/352064487_zpid/,40.699978,-73.89311
137,,,,,For Rent,For Rent,,,,14336 Barclay Ave Apt 2D,Flushing,NY,11355,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/14336-barclay-ave-flushing-ny-5YG6wD/,,
138,,,,,For Rent,For Rent,,,,8701 Midland Pkwy Apt 4H,Jamaica,NY,11432,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/8701-midland-pkwy-jamaica-ny-5YGbKY/,,
139,28532,159,0.49,4,For Rent,Apartment For Rent,2550,,,13639 41st Ave APT 2C,Flushing,NY,11355,1,1,,Apartment,,,,2181,1854000,2550,,,MNS,1.38,https://www.zillow.com/homedetails/13639-41st-Ave-APT-2C-Flushing-NY-11355/245431307_zpid/,40.759087,-73.8282
140,,,,,For Rent,For Rent,,,,35-36 76th St Apt 106,Queens,NY,11372,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/35-36-76th-st-jackson-heights-ny-9gpgXH/,,
141,32376,127,0.7,4,For Rent,Townhouse For Rent,2150,,,240-19 70th Ave FLOOR 1,Little Neck,NY,11362,1,1,850,Townhouse,,,,,,2150,,,"Winzone Realty, Inc.",1.38,https://www.zillow.com/homedetails/240-19-70th-Ave-FLOOR-1-Little-Neck-NY-11362/352228221_zpid/,40.74964,-73.73784
142,53105,234,0.62,8,For Rent,Apartment For Rent,2800,,,(undisclosed Address),Brooklyn,NY,11208,3,1,,Apartment,,,,,,2800,,,,1.38,https://www.zillow.com/homedetails/Brooklyn-NY-11208/352227930_zpid/,,
143,45649,178,0.7,6,For Rent,Apartment For Rent,3200,,,13416 91st Ave #1,Richmond Hill,NY,11418,2,1,1100,Apartment,,,,,,3200,,,Affordable Housing,1.38,https://www.zillow.com/homedetails/13416-91st-Ave-1-Richmond-Hill-NY-11418/352227115_zpid/,40.699142,-73.81632
144,46119,226,0.56,6,For Rent,Apartment For Rent,3027,,,273 Etna St,Brooklyn,NY,11208,2,1,,Apartment,,,996700,5617,944000,3027,,,Affordable Housing,1.38,https://www.zillow.com/homedetails/273-Etna-St-Brooklyn-NY-11208/30641576_zpid/,40.68707,-73.8739
145,37009,165,0.61,4,For Rent,Apartment For Rent,2200,-100,6/9/2024,108-22 63rd Rd #R,Forest Hills,NY,11375,1,1,700,Apartment,,,,2500,,2200,,,Silverkey Realty Inc,1.42,https://www.zillow.com/homedetails/108-22-63rd-Rd-R-Forest-Hills-NY-11375/351478076_zpid/,40.7344,-73.849396
146,28436,159,0.49,4,For Rent,Apartment For Rent,2800,,,4026 College Point Blvd APT 17N,Flushing,NY,11354,1,1,850,Apartment,,,718200,2800,94380,2800,,,Livin USA LLC,1.42,https://www.zillow.com/homedetails/4026-College-Point-Blvd-APT-17N-Flushing-NY-11354/112518109_zpid/,40.757084,-73.835594
147,27701,156,0.49,6,For Rent,Apartment For Rent,2400,,,21501 Jamaica Ave UNIT 1,Queens Village,NY,11428,2,1,,Apartment,,,,,,2400,,,,1.46,https://www.zillow.com/homedetails/21501-Jamaica-Ave-UNIT-1-Queens-Village-NY-11428/352222794_zpid/,40.71714,-73.740746
148,31195,122,0.7,4,For Rent,Apartment For Rent,2400,,,10812 171st St #2,Jamaica,NY,11433,1,1,,Apartment,,,,1800,,2400,,,,1.5,https://www.zillow.com/homedetails/10812-171st-St-2-Jamaica-NY-11433/2087695133_zpid/,40.69847,-73.785255
149,59316,220,0.74,6,For Rent,Apartment For Rent,2700,,,42-08 Union St FLOOR 1,Flushing,NY,11355,2,2,,Apartment,,,,2717,,2700,,,R New York,1.54,https://www.zillow.com/homedetails/42-08-Union-St-FLOOR-1-Flushing-NY-11355/2079312940_zpid/,40.75732,-73.82511
150,31254,153,0.56,6,For Rent,Apartment For Rent,3200,,,103-24 116th St FLOOR 2,South Richmond Hill,NY,11419,2,1,,Apartment,,,,,,3200,,,Laffey Real Estate,1.58,https://www.zillow.com/homedetails/103-24-116th-St-FLOOR-2-South-Richmond-Hill-NY-11419/352216861_zpid/,40.6926,-73.83031
151,76383,288,0.73,8,For Rent,House For Rent,3500,,,13225 58th Ave,Flushing,NY,11355,3,3,1300,Single Family,,,1890900,5658,2312000,3500,,,,1.58,https://www.zillow.com/homedetails/13225-58th-Ave-Flushing-NY-11355/32063621_zpid/,40.74615,-73.83231
152,27153,125,0.6,4,For Rent,Apartment For Rent,2249,-1,6/12/2024,(undisclosed Address),Bayside,NY,11361,1,1,,Apartment,,,,2199,,2249,,,Charles Rutenberg Realty,1.83,https://www.zillow.com/homedetails/Bayside-NY-11361/2061321911_zpid/,,
153,21204,122,0.48,6,For Rent,Apartment For Rent,2495,,,(undisclosed Address),Bayside,NY,11361,2,1,,Apartment,,,,2495,,2495,,,Charles Rutenberg Realty,1.83,https://www.zillow.com/homedetails/Bayside-NY-11361/2066491321_zpid/,,
154,36506,151,0.66,4,For Rent,Apartment For Rent,2650,,,75-20 113th St APT 5D,Forest Hills,NY,11375,1,1,850,Apartment,,,,1949,,2650,,,Voro Purple LLC,1.88,https://www.zillow.com/homedetails/75-20-113th-St-APT-5D-Forest-Hills-NY-11375/92344201_zpid/,40.7187,-73.835785
155,,,,,For Rent,For Rent,,,,73-44 Austin St Apt 5R,Forest Hills,NY,11375,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/73-44-austin-st-forest-hills-ny-9gpQ4Z/,,
156,52146,196,0.73,6,For Rent,Apartment For Rent,4222,,,61-55 Junction Blvd APT 7N,Rego Park,NY,11374,2,2,1117,Apartment,,,,,,4222,,,"Rose Associates, Inc.",1.88,https://www.zillow.com/homedetails/61-55-Junction-Blvd-APT-7N-Rego-Park-NY-11374/352127797_zpid/,40.732277,-73.863396
157,37505,181,0.57,6,For Rent,Apartment For Rent,2975,,,221-24 111th Ave #1,Queens Village,NY,11429,2,1,,Apartment,,,,,,2975,,,Azure Realty NY LLC,1.88,https://www.zillow.com/homedetails/221-24-111th-Ave-1-Queens-Village-NY-11429/352123285_zpid/,40.70599,-73.734856
158,35097,149,0.65,4,For Rent,Apartment For Rent,1900,,,140-62 Burden Cres #5C,Jamaica,NY,11435,1,1,750,Apartment,,,,2734,,1900,,,Voro Purple LLC,1.88,https://www.zillow.com/homedetails/140-62-Burden-Cres-5C-Jamaica-NY-11435/346968959_zpid/,40.710968,-73.81653
159,45027,180,0.69,4,For Rent,Apartment For Rent,2300,,,14906 Northern Blvd,Queens,NY,11354,1,1,715,Apartment,,,738900,2999,,2300,,,,1.92,https://www.zillow.com/homedetails/14906-Northern-Blvd-Queens-NY-11354/124765198_zpid/,40.76501,-73.81677
160,,,,,For Rent,For Rent,,,,150 Greenway Ter  Apt 52E,Forest Hills,NY,11375,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/150-greenway-ter-forest-hills-ny-5hG9FX/,,
161,,,,,For Rent,For Rent,,,,6155 Junction Blvd # 15B,Rego Park,NY,11374,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/the-alexander-rego-park-ny-65b5Xv/,,
162,34771,156,0.61,4,For Rent,Apartment For Rent,2100,,,(undisclosed Address),Middle Village,NY,11379,1,1,,Apartment,,,,,,2100,,,,2.04,https://www.zillow.com/homedetails/Middle-Village-NY-11379/352032905_zpid/,,
163,54365,262,0.57,8,For Rent,House For Rent,4000,,,17336 103rd Rd,Jamaica,NY,11433,3,1,1000,Single Family,,,564300,3563,571000,4000,,,Bah Realty Group,2.08,https://www.zillow.com/homedetails/17336-103rd-Rd-Jamaica-NY-11433/32140288_zpid/,40.70409,-73.78338
164,33393,184,0.5,8,For Rent,House For Rent,4300,,,3611 219th St,Bayside,NY,11361,3,2.5,1200,Single Family,,,1122700,3900,1008000,4300,,,Concrete Jungle Realty,2.08,https://www.zillow.com/homedetails/3611-219th-St-Bayside-NY-11361/32061402_zpid/,40.769062,-73.7645
165,34073,156,0.6,4,For Rent,Apartment For Rent,2600,,,65-17 75th Pl #TOP,Middle Village,NY,11379,1,1,,Apartment,,,,,,2600,,,Native Real Estate LLC,2.08,https://www.zillow.com/homedetails/65-17-75th-Pl-TOP-Middle-Village-NY-11379/351995655_zpid/,40.716423,-73.8788
166,23883,182,0.36,4,For Rent,Apartment For Rent,2550,450,6/11/2024,63-60 102nd St #D-9,Rego Park,NY,11374,1,1,800,Apartment,,,402300,2395,,2550,,,Skyline Residential & Commercial Inc,2.08,https://www.zillow.com/homedetails/63-60-102nd-St-D-9-Rego-Park-NY-11374/2077201772_zpid/,40.731968,-73.85416
167,35850,151,0.65,2,For Rent,Apartment For Rent,1795,,,14202 84th Dr APT 4P,Jamaica,NY,11435,0,1,450,Apartment,,,,1650,,1795,,,Keller Williams NYC,2.08,https://www.zillow.com/homedetails/14202-84th-Dr-APT-4P-Jamaica-NY-11435/2116795692_zpid/,40.710625,-73.81474
168,,,,,For Rent,For Rent,,,,78-40 164th St Apt 3L,Fresh Meadows,NY,11366,,,,Unknown,,,,,,,,,,0,https://www.zillow.com/b/78-40-164th-st-fresh-meadows-ny-5XrmcW/,,
169,31157,119,0.72,4,For Rent,Apartment For Rent,2250,,,31-40 98th St #2F,East Elmhurst,NY,11369,1,1,650,Apartment,,,,,,2250,,,,2.08,https://www.zillow.com/homedetails/31-40-98th-St-2F-East-Elmhurst-NY-11369/351933123_zpid/,40.759632,-73.870995
170,67546,262,0.71,10,For Rent,Apartment For Rent,3375,,,4121 Denman St APT 4,Elmhurst,NY,11373,4,1,,Apartment,,,706800,3499,,3375,,,Minotaur Management,2.08,https://www.zillow.com/homedetails/4121-Denman-St-APT-4-Elmhurst-NY-11373/2082511679_zpid/,40.7464,-73.87404
171,58173,210,0.76,6,For Rent,Apartment For Rent,2850,,,105-25 67th Rd APT 6F,Forest Hills,NY,11375,2,1,950,Apartment,,,387500,2650,,2850,,,Lexington Real Estate Group,2.08,https://www.zillow.com/homedetails/105-25-67th-Rd-APT-6F-Forest-Hills-NY-11375/79531556_zpid/,40.728153,-73.84813
172,50811,213,0.65,8,For Rent,Townhouse For Rent,3300,,,90-12 55th Ave #1,Elmhurst,NY,11373,3,1,1250,Townhouse,,,643000,,,3300,,,1Home Realty,2.08,https://www.zillow.com/homedetails/90-12-55th-Ave-1-Elmhurst-NY-11373/351722976_zpid/,40.7367,-73.87254
173,32308,141,0.63,4,For Rent,Apartment For Rent,1700,,,(undisclosed Address),Ozone Park,NY,11417,1,1,,Apartment,,,,,,1700,,,,2.12,https://www.zillow.com/homedetails/Ozone-Park-NY-11417/352183265_zpid/,,
174,35247,143,0.68,6,For Rent,Apartment For Rent,2000,,,6420 232nd St #1,Oakland Gardens,NY,11364,2,1,650,Apartment,,,,,,2000,,,,2.17,https://www.zillow.com/homedetails/6420-232nd-St-1-Oakland-Gardens-NY-11364/352180015_zpid/,40.749126,-73.745575
175,48503,211,0.63,6,For Rent,Apartment For Rent,2900,,,(undisclosed Address),Flushing,NY,11354,2,1,700,Apartment,,,,2269,,2900,,,,2.17,https://www.zillow.com/homedetails/Flushing-NY-11354/2054955019_zpid/,,
176,61063,258,0.65,6,For Rent,Townhouse For Rent,2500,,,232-08 Hillside Ave #1,Queens Village,NY,11427,2,1,,Townhouse,,,388500,2394,,2500,,,"Floral Homes, Inc",2.21,https://www.zillow.com/homedetails/232-08-Hillside-Ave-1-Queens-Village-NY-11427/2058166030_zpid/,40.733154,-73.73759
177,53105,234,0.62,8,For Rent,Apartment For Rent,3200,-200,4/11/2024,(undisclosed Address),Brooklyn,NY,11208,3,1,,Apartment,,,,2800,,3200,,,Century 21 Monticello Realty,2.21,https://www.zillow.com/homedetails/Brooklyn-NY-11208/345338033_zpid/,,
178,58859,294,0.55,8,For Rent,Apartment For Rent,3000,-200,6/15/2024,(undisclosed Address),East Elmhurst,NY,11369,3,1,,Apartment,,,,2996,,3000,,,Century 21 Monticello Realty,2.21,https://www.zillow.com/homedetails/East-Elmhurst-NY-11369/2053534474_zpid/,,
179,33697,156,0.59,6,For Rent,Apartment For Rent,2250,,,22311 57th Ave FLOOR 1,Oakland Gardens,NY,11364,2,1,,Apartment,,,,,,2250,,,,2.21,https://www.zillow.com/homedetails/22311-57th-Ave-FLOOR-1-Oakland-Gardens-NY-11364/352174096_zpid/,40.752842,-73.755684
180,51458,188,0.75,4,For Rent,Apartment For Rent,2600,,,14468 38th Ave APT 504,Flushing,NY,11354,1,1,750,Apartment,,,545500,2600,67985,2600,,,EPIQUE REALTY,2.25,https://www.zillow.com/homedetails/14468-38th-Ave-APT-504-Flushing-NY-11354/32038448_zpid/,40.7631,-73.82
